Datetime,USGS_flow,variable,USGS_ID,measurement_unit,qualifiers,series
1991-09-10,267.20834,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-09-11,255.70833,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-09-12,251.70833,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-09-13,252.66667,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-09-14,272.79166,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-09-15,267.375,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-09-16,253.94792,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-09-17,262.1979,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-09-18,280.77084,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-09-19,297.33768,streamflow,10132000,ft3/s,"['A', '[91]']",0
